356143.210219 89799.8521452
388064.877552 101465.758801
358186.342745 121151.593049
360066.149481 134430.674824
432728.189395 378523.259868
545124.28164 374533.694785
645684.747302 706761.600584
644293.173307 500318.547863
577466.281193 256111.585407
542492.085209 567675.8279
679171.637103 565117.290359
615214.75475 793780.981143
702651.454621 536803.817917
440913.557699 267100.63582
764962.784858 725536.916735
625866.564168 504019.975579
702357.266707 573866.429218
769045.7364 677805.286028
671293.35668 737052.796674
761280.227435 724185.78209
772149.623242 888127.474168
766201.201354 679838.761704
925518.369995 814088.744266
941298.875349 1077892.7025
893621.858922 1404536.25749
1048390.0247 1739682.70731
1101116.23201 1398625.57771
1390054.86245 2291781.67928
1322363.68217 2288540.99272
1310186.14388 2332437.9744
1232084.31644 2247087.85301
1122439.78518 2026438.80231
1237906.28162 2354930.54172
1428690.67505 2258465.87813
1325436.93532 2375526.13563
1361767.21333 2532956.15906
1298332.7264 2222564.4876
1341132.88962 2338679.42287
1320527.90202 2121216.67798
1296199.20607 2173841.97374
933213.545557 2199444.68479
1204303.82377 2388055.37722
1339014.81659 2304228.90277
1193877.3923 2033039.60001
357925.830656 978445.105093
569862.270527 355127.91496
274826.17058 97314.6320954
281271.804424 102144.449891
359252.449854 127775.015761
619382.449986 185402.537805
731620.037486 259620.411137
761278.182171 286422.130456
628656.154728 298666.953127
683166.259335 321596.873739
751437.986672 281635.863358
779587.687201 319802.600699
860317.227322 360484.199168
785490.52399 357115.736796
924065.794426 452467.851867
907522.060805 429666.388343
874670.587958 535419.677872
905364.651476 635191.92286
924924.501396 829092.811488
1091748.6663 877207.952888
999902.387013 975759.94931
1065205.04667 1254150.62047
1048041.89755 1312845.69247
1046444.93604 1560796.0788
914015.864304 1803665.42273
1227656.63058 2287879.86344
1275582.91621 2229429.01297
1216210.54641 2481706.3892
1015842.44924 2091063.99035
1194250.89962 2490118.89166
1375622.49582 2292332.4417
1316594.0334 2473713.46144
1333227.29037 2633878.09768
1230052.88349 2076031.08967
1337055.44648 2370481.97341
1347619.81311 2234630.39754
1271169.68248 2231396.14985
967483.150051 2118759.65646
1318968.65528 2442836.08655
1277695.49451 2330875.95275
1219822.05589 2035781.11124
722371.058418 957815.803444
435262.333545 215538.65598
23955.7867416 14607.9506342
